Feature,Importance
MelSpectrogram125,0.1147869361104541
MelSpectrogram118,0.1093336607532398
MelSpectrogram126,0.10889138346029226
MelSpectrogram120,0.1065214221196964
MelSpectrogram128,0.10545975827390897
MelSpectrogram117,0.10265947055274127
MelSpectrogram107,0.09894071064607624
MelSpectrogram116,0.09886850724530882
MelSpectrogram124,0.09758633754902157
MelSpectrogram100,0.09738130069569961
MelSpectrogram121,0.09695128708574186
MelSpectrogram119,0.0967341149031069
MelSpectrogram115,0.09648902451795771
MelSpectrogram113,0.0957872429948543
MelSpectrogram106,0.09511942047833166
MelSpectrogram122,0.09375143484981319
MelSpectrogram104,0.09285111220570519
MelSpectrogram112,0.09006732098267833
MelSpectrogram103,0.08813828387179612
MelSpectrogram105,0.08714603282858802
MelSpectrogram114,0.08629346456066966
MelSpectrogram111,0.08574769565109275
MelSpectrogram109,0.08522406987408648
MelSpectrogram108,0.0848531944701203
MelSpectrogram127,0.08477382885708584
MelSpectrogram93,0.08292527978780795
MelSpectrogram97,0.08102687749206905
MelSpectrogram123,0.07927391996642918
MelSpectrogram94,0.07413215439948817
MelSpectrogram98,0.07301004202099182
MelSpectrogram89,0.0729547422137995
MelSpectrogram110,0.07282444860179793
MelSpectrogram3,0.07267338981006488
MelSpectrogram102,0.0706027620301124
MelSpectrogram101,0.07048100880860075
MelSpectrogram8,0.0703674796539826
MelSpectrogram62,0.06968244267464518
MelSpectrogram95,0.06727376706486043
MelSpectrogram87,0.06491858588071753
MelSpectrogram67,0.06463962258330747
MelSpectrogram31,0.06455897744601025
MelSpectrogram81,0.0631643496258516
MelSpectrogram99,0.06313553467807553
MelSpectrogram4,0.06296421958698306
MelSpectrogram58,0.06158657893202757
MelSpectrogram14,0.06146292620107352
MelSpectrogram30,0.061437107622897225
Chroma8,0.05979556290703658
MelSpectrogram78,0.05939091662306728
MelSpectrogram82,0.05893410763152285
SpectralRollOff,0.05845522840064765
MelSpectrogram1,0.05835873806513958
MelSpectrogram74,0.056583469891493765
MelSpectrogram85,0.05623324763141402
MelSpectrogram24,0.05454086127679014
MelSpectrogram63,0.053815429223272204
MelSpectrogram90,0.053670923278879235
Chroma10,0.052630752617541354
MelSpectrogram84,0.052043333331334374
MelSpectrogram5,0.05147056072110279
MelSpectrogram66,0.05095304775357734
MFCC6,0.05048223775723337
MelSpectrogram2,0.0501242505723245
MelSpectrogram44,0.04971974672122115
MelSpectrogram96,0.04962697977573716
MelSpectrogram52,0.04917875819875839
MelSpectrogram70,0.04910769024630146
MelSpectrogram56,0.04903517866922846
MelSpectrogram92,0.048817337769015534
MelSpectrogram83,0.048668801515457716
MelSpectrogram55,0.04741159407327711
MelSpectrogram86,0.04725022925039801
MelSpectrogram36,0.04695604106462392
MelSpectrogram12,0.04650425861242957
MelSpectrogram45,0.045495776795096754
MelSpectrogram46,0.04511422950535926
MelSpectrogram59,0.043950728259041894
MelSpectrogram72,0.043536779971416806
MelSpectrogram11,0.04293446053949679
MelSpectrogram68,0.04286327823264191
MelSpectrogram77,0.04164476842633813
MelSpectrogram80,0.04089705621929518
MelSpectrogram69,0.040654308941648454
MelSpectrogram47,0.0404961303981215
MFCC2,0.03999490527915017
MelSpectrogram57,0.03938134279710792
MelSpectrogram76,0.03868030137167722
MelSpectrogram88,0.038333174272553894
Chroma11,0.03715291004102039
MelSpectrogram48,0.036480749144653934
MelSpectrogram71,0.036444127836068096
MelSpectrogram51,0.03615879097468788
MelSpectrogram73,0.03606969343149813
MelSpectrogram61,0.034344946335852944
SpectralContrast3,0.033348422189614535
MelSpectrogram15,0.03311475574260481
MelSpectrogram50,0.032734584316636894
MelSpectrogram33,0.03238450452619057
Chroma7,0.031131501448201204
MelSpectrogram37,0.03097588038441268
MelSpectrogram79,0.03055730951902147
MelSpectrogram6,0.0303614573467772
Chroma9,0.030279593123424764
MelSpectrogram28,0.030151825470080107
MelSpectrogram27,0.029754380559427362
MFCC12,0.02932242010172792
MelSpectrogram91,0.02896371316181101
MFCC1,0.028231975477774673
MelSpectrogram7,0.027155369408393693
MelSpectrogram75,0.026101275543577884
MelSpectrogram54,0.026099515671790252
MFCC10,0.025894678088405065
Chroma6,0.0254240904450187
MelSpectrogram29,0.024953987909165143
MelSpectrogram10,0.023926732094278425
MelSpectrogram16,0.023348000087288323
MelSpectrogram13,0.022752520666948106
MelSpectrogram65,0.021878335397275128
MelSpectrogram43,0.01949333473151227
Chroma2,0.01904852492036535
MelSpectrogram22,0.01891537464686066
RMSE,0.018690919552495355
MelSpectrogram60,0.01844749398415657
MelSpectrogram40,0.017977574746667946
SpectralContrast1,0.01750956280469862
MFCC4,0.0165464123167105
Chroma12,0.01641223887707932
Chroma4,0.01560805748214511
MelSpectrogram32,0.015218685212035288
MFCC11,0.015060148213313918
MelSpectrogram64,0.014274702105858905
ZCR,0.012956812558623909
MelSpectrogram19,0.011071822844606949
MelSpectrogram18,0.010886199095850202
MelSpectrogram17,0.01070667930548308
MelSpectrogram34,0.010384962940199971
MelSpectrogram53,0.010265351552628532
MFCC9,0.01017811579941963
MelSpectrogram9,0.007554346135735246
MelSpectrogram49,0.007477055000810973
MelSpectrogram25,0.007358432861402697
MelSpectrogram42,0.005921067597505436
MelSpectrogram20,0.0058203724246155275
MFCC13,0.005807571526324384
MelSpectrogram39,0.005427868505625932
MelSpectrogram26,0.005033847217731369
MelSpectrogram21,0.0049053990798604286
SpectralContrast4,0.004744973909869499
SpectralContrast6,0.0034646603135783938
SpectralContrast2,0.002549972663437483
MelSpectrogram35,7.967187526314312e-05
