Feature,Importance
MelSpectrogram126,0.024684419515580928
MelSpectrogram120,0.021879306781226036
SpectralContrast1,0.020528228073702807
MelSpectrogram116,0.020228018701821216
MelSpectrogram1,0.019982583057748894
MelSpectrogram124,0.019149383819446867
MelSpectrogram123,0.0174106868771863
MelSpectrogram125,0.015002033849138023
MelSpectrogram119,0.013980399257991822
Chroma12,0.013663148769975174
Chroma8,0.01323056928500067
MelSpectrogram117,0.012778889923848407
MelSpectrogram115,0.012697397702195037
MelSpectrogram112,0.011763853780913396
MelSpectrogram122,0.01149600945676022
MelSpectrogram128,0.01015410456586858
Chroma5,0.01007973981742688
MelSpectrogram107,0.00910967764813557
MelSpectrogram121,0.009039215379103613
MelSpectrogram14,0.008967076121675464
SpectralContrast7,0.008908829560945736
MelSpectrogram111,0.008699358458947155
MelSpectrogram118,0.008693722931825947
MelSpectrogram56,0.008484974700791929
MelSpectrogram105,0.00828710782838987
MelSpectrogram113,0.008280195417245305
MelSpectrogram13,0.008243738894825296
Chroma9,0.00820204987682012
MelSpectrogram17,0.007959805365438097
MelSpectrogram31,0.007923628881430134
MFCC3,0.007849100694127083
MelSpectrogram104,0.007804551913449318
MFCC2,0.007793166862715893
MFCC1,0.007563740354376828
SpectralRollOff,0.007476214240387437
MelSpectrogram9,0.007361566091354585
MelSpectrogram15,0.007331750744069958
MelSpectrogram38,0.006964812587294149
MelSpectrogram39,0.006941108204661372
MelSpectrogram2,0.0068532155998284995
MelSpectrogram7,0.006838898230872696
Chroma10,0.006534170915170306
MelSpectrogram10,0.006456592507650003
MFCC13,0.006388349092989577
MFCC4,0.006372848399221366
MelSpectrogram35,0.006324880024538634
MelSpectrogram12,0.006282440168022125
MFCC6,0.006262749786543668
MelSpectrogram58,0.006252626070856844
MFCC9,0.006188419088010461
Chroma11,0.006138162603318839
SpectralContrast5,0.006054437509612976
MelSpectrogram3,0.006045020644144987
MelSpectrogram51,0.005856908451475347
MelSpectrogram6,0.005794631236625412
MelSpectrogram96,0.005792620917432839
MelSpectrogram23,0.00576975298214109
Chroma6,0.005757057979736477
MelSpectrogram19,0.005703739275042608
MFCC12,0.005689358344575755
MelSpectrogram54,0.0056865319917104775
MelSpectrogram22,0.005660974656238944
MFCC10,0.005582448266509068
MelSpectrogram5,0.005560261172946216
MelSpectrogram30,0.005510538622935121
MelSpectrogram45,0.005412623134931087
Chroma2,0.005400505337550523
MelSpectrogram110,0.005395406561192196
Chroma1,0.005366107239761681
ZCR,0.005319156244501835
MelSpectrogram32,0.005308854682552085
MelSpectrogram11,0.005268842441927576
MelSpectrogram50,0.005267207771830286
MFCC8,0.005192768129368879
MelSpectrogram63,0.005057453044399795
MelSpectrogram93,0.00505379389325224
MelSpectrogram34,0.005036018697624728
MelSpectrogram43,0.005026988613809466
MelSpectrogram47,0.005019566329860559
MelSpectrogram37,0.004997231794125616
MFCC11,0.004967541464401855
MelSpectrogram8,0.004964979248662844
MelSpectrogram98,0.004959653837459544
MelSpectrogram55,0.00494376363361436
MelSpectrogram127,0.004921005847530737
MelSpectrogram114,0.004824203296153042
SpectralContrast3,0.004731121037951299
MelSpectrogram36,0.004728944595738083
SpectralContrast6,0.004717335617009524
MelSpectrogram52,0.004705046240382899
MFCC5,0.004658354088605513
MelSpectrogram72,0.004635218064402463
RMSE,0.004613887792510357
MelSpectrogram70,0.004611111582371193
MelSpectrogram24,0.004594850346173666
Chroma7,0.0045815654629169054
MelSpectrogram95,0.004490776327413603
MelSpectrogram62,0.004468875629417203
MelSpectrogram27,0.004443295242634448
MelSpectrogram48,0.004433767325650435
MelSpectrogram21,0.00438928436204499
MelSpectrogram16,0.004317377445541899
MelSpectrogram29,0.004311669670294689
Chroma3,0.004263976210699636
MelSpectrogram67,0.004262737285254872
MFCC7,0.004167350750909692
MelSpectrogram66,0.004103713025591293
MelSpectrogram4,0.004102357814748468
MelSpectrogram99,0.004095158949600464
MelSpectrogram20,0.004084713081887762
MelSpectrogram85,0.004080203647551104
MelSpectrogram101,0.004072856193559284
MelSpectrogram73,0.004064259065464251
MelSpectrogram109,0.004055884241717076
MelSpectrogram90,0.004050573802630019
MelSpectrogram78,0.004029394007595121
MelSpectrogram53,0.004024618536133609
MelSpectrogram89,0.004004878699039474
SpectralContrast4,0.004003809787758091
MelSpectrogram100,0.00399397123206955
MelSpectrogram41,0.003937428585082325
MelSpectrogram25,0.0039016701186749265
SpectralContrast2,0.003822004806107539
Chroma4,0.00381939767693346
MelSpectrogram18,0.003812002468940375
MelSpectrogram26,0.003691478704985776
MelSpectrogram74,0.003686830854029753
MelSpectrogram61,0.0036847582430533676
MelSpectrogram60,0.0036547206850602223
MelSpectrogram91,0.0035908573926131354
MelSpectrogram59,0.003561606737115161
MelSpectrogram57,0.003533573606488557
MelSpectrogram80,0.0034886851799804607
MelSpectrogram86,0.003483062211161436
MelSpectrogram97,0.0034703082808493647
MelSpectrogram28,0.003449185569791667
MelSpectrogram108,0.003448541589701061
MelSpectrogram102,0.0033813812610400335
MelSpectrogram69,0.003370828171893655
MelSpectrogram33,0.0033196923691177875
MelSpectrogram76,0.0032975345362607727
MelSpectrogram103,0.00327475376260047
MelSpectrogram94,0.0032711635383933122
MelSpectrogram49,0.0032432119631306054
MelSpectrogram87,0.003214998164292725
MelSpectrogram88,0.0031987744237190457
MelSpectrogram84,0.003148605471980313
MelSpectrogram68,0.0031346153981050224
MelSpectrogram65,0.003115212049162645
MelSpectrogram64,0.003114660694169431
MelSpectrogram92,0.0031145284344261813
MelSpectrogram82,0.003100300709968866
